date,title,url,detail_title,full_text,date_text
2024-08-07,GASTRONOMİEVİ HATAYLILARIN HİZMETİNDE,https://hatay.bel.tr/haberler/gastronomievi-hataylilarin-hizmetinde,GASTRONOMİEVİ HATAYLILARIN HİZMETİNDE,"GASTRONOMİEVİ HATAYLILARIN HİZMETİNDE

HATAY MUTFAĞI GASTRONOMİEVİ’YLE DÜNYAYA AÇILIYOR

GASTRONOMİEVİ 400 ÇEŞİT YEMEKLE DAMAKLARA HİTAP EDİYOR

Hatay’a özgü birbirinden lezzetli, yöresel ve tescilli tatları misafirleriyle buluşturan Hatay UNESCO Gastronomievi hizmetlerine HBB Kisecik Yerleşkesi A Blok’ta devam ediyor.

UNESCO’nun 2019 yılında gastronomi alanında Hatay'ı 'Yaratıcı Şehirler Ağı'na layık görerek Hatay mutfağına ait lezzetleri tescillemesiyle beraber bu lezzetleri dünyaya tanıtmak amacıyla kurulan Gastronomievi haftanın yedi günü 09.00 – 22.00 saatleri arasında tüm vatandaşlara hizmet veriyor.

2019 yılında Hatay Büyükşehir Belediyesi bünyesinde avlulu tarihi bir Antakya evinde ziyaretçilerini ağırlamaya başlayan Gastronievi’nin binası 6 Şubat Depremlerinde ağır hasar alarak kullanılamaz hale gelince Büyükşehir’in Kisecik Yerleşkesine taşındı.

Şehre ait lezzetler sabah kahvaltısı, öğle ve akşam yemeğinde ziyaretçilerin beğenisine sunulurken günlük değişen 10 çeşit tencere yemeği servis ederken akşam yemeklerinde kebap ve meze çeşitlerini misafirlerinin beğenisine sunuyor.

600 çeşit Hatay yemeğinden 400’ünü mutfağında barındıran işletme, şehrin yeniden ayağa kalkma sürecine destek olacak çeşitli kültürel ve sanatsal faaliyetlerin yanı sıra atölye çalışmalarıyla da Hatay’a özgü olan ve unutulmaya yüz tutmuş yemeklerin Hatay mutfağına tekrar kazandırmayı amaçlıyor.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

https://we.tl/t-V5QJiuG7Hk

https://we.tl/t-LVMkaZQfGc",07.08.2024
2024-08-07,ALTINÖZÜ TOKAÇLI VE ZEYTİNDALI’NIN SU SORUNU ÇÖZÜLDÜ,https://hatay.bel.tr/haberler/altinozu-tokacli-ve-zeytindalinin-su-sorunu-cozuldu,ALTINÖZÜ TOKAÇLI VE ZEYTİNDALI’NIN SU SORUNU ÇÖZÜLDÜ,"ALTINÖZÜ TOKAÇLI VE ZEYTİNDALI’NIN SU SORUNU ÇÖZÜLDÜ

Hatay Büyükşehir Belediyesi Su ve Kanalizasyon İdaresi Genel Müdürlüğü (HATSU), fiziki ömrünü yitirerek sık sık arızalanıp içme suyu kesintilerine ve su kayıplarına sebep olan şebekelerde yenileme çalışmalarını sürdürüyor.

İçme suyu şebeke inşa çalışmalarını sürdürerek gayrisıhhi, ekonomik ömrünü tamamlamış ve sıkça arızalanan boruları bertaraf etme çalışmalarının sürdüren Genel Müdürlük, Altınözü ilçesine bağlı Tokaçlı ve Zeytindalı Mahallelerine içme suyu iletimi sağlayan isale hattının 700 metrelik kısmını ve su vanalarını yeniledi

“ŞEBEKEMİZ YENİLENDİ, KESİNTİ SONA ERDİ”

25 gündür su sıkıntısı yaşadıklarını aktaran Tokaçlı Mahalle Muhtarı Azası İbrahim Avcı ve

Zeytindalı Mahalle Muhtarı Riyat Tecimen; şebekelerin yenilendiğini ve su kesintilerin son bulduğunu aktararak emek ve ilgilerinden dolayı HBB Başkanı Mehmet Öntürk, Milletvekili Adem Yeşildal, Altınözü Belediye Başkanı Rıfat Sarı ve HATSU ekiplerine teşekkürlerini iletiler.

Not: Haberin fotoğraflarını aşağıdaki linklerden indirebilirsiniz:

Fotoğraf: https://we.tl/t-SCYWiHii17

Video: https://we.tl/t-ooPoXFqMcM",07.08.2024
2024-08-06,HBB AĞUSTOS AYI MECLİS TOPLANTISI YAPILDI,https://hatay.bel.tr/haberler/hbb-agustos-ayi-meclis-toplantisi-yapildi,HBB AĞUSTOS AYI MECLİS TOPLANTISI YAPILDI,"HBB AĞUSTOS AYI MECLİS TOPLANTISI YAPILDI

BETON MİKSERLERİNE KAPAK SİSTEMİ ZORUNLULUĞU GETİRİLDİ

ÖNTÜRK: İSKENDERUN VE ANTAKYA HALLERİNİ ULUSLARARASI STANDARTLARDA YAPACAĞIZ

Hatay Büyükşehir Belediyesi (HBB), 2024 Yılı Ağustos Ayı Olağan Meclis Toplantısı Altınözü Belediyesi Konferans Salonu'nda gerçekleştirildi.

HBB Başkanı Mehmet Öntürk başkanlığında; itfaiye ve zabıta memur personellerinin 2025 yılına ait fazla çalışma ücretleri, toplu taşıma araçlarına gelir desteği ödenmesi, hafriyat toprağının depolanması, beton taşıyan mikserlerin arkasına kapak sistemi takılma zorunluluğu getirilmesi, hallere giriş yapan boş vasıtalardan ücret alınmaması, imar plan tekliflerinin ve komisyon raporlarının görüşülmesi başlıkları gibi toplamda 55 madde görüşüldü.

HBB'DE ÖNEMLİ ATAMALAR YAPILDI

Kurulan yeni daire başkanlıklarının yanı sıra bazı daire başkanlıklarında yeni görevlendirmeler yapıldı. Buna göre Bilgi İşlem Daire Başkanlığına Ramazan Gezer, Yol Bakım ve Altyapı Koordinasyon Daire Başkanlığına Mehmet Yüksek, Tarımsal Hizmetler Daire Başkanlığına Sadettin Çakır, Fen İşleri Daire Başkanlığına Mustafa Kırmızı, Mali Hizmetler Daire Başkanlığına ise Yesef Doğru atandı.

Deprem sonrası il genelinde yaşanan ulaşım sorunlarına çözüm bulmak için toplu taşıma hizmeti veren esnafa, 31 Aralık 2024 tarihine kadar gelir desteği ödenmesi oy birliğiyle Mecliste kabul edildi.

Beton üretim santrallerinin yetkisinde beton taşıyan mikserlerin arkasına takılan mekanizmayla, betonun çıkışını önleyen “kapak sistemi” takılma zorunluluğu getirilirken buna uymayan firmalar ve beton mikseri sürücüleri hakkında gerekli yasal işlemlerin yapılması oy birliğiyle kararlaştırıldı.

HALLERDE BOŞ ARAÇLARDAN ÜCRET ALINMAYACAK

Haller Şube Müdürlüğü bünyesinde bulunan yaş sebze ve meyve ticareti yapan toptancı hallerine giriş yapan boş araçlardan ücret alınmaması da kabul edilirken 2024 Mali Yılı gelir tarifesinde çerçevesinde İlan ve Reklam Vergisi beyan dönemi 30 Eylül 2024 tarihine kadar uzatıldı.

HBB’ye ek gelir olması amacıyla hafriyat toprağı, inşaat ve yıkıntı atıklarının depolanması, yetki ve sorumluluklarının Hatay İmar AŞ’ye verilerek 5 yıl süreyle tahsisi ve tahsil edilen aylık bedellerinin Büyükşehir’e ödenmesi kabul edildi.

Meclis tarafından mülkiyeti, yetki ve sorumluluğu HBB’ye ait; merkez ve ilçelerde yer alan, kiralama süresi biten iş yerlerinin 5 yıl süreyle kiraya verilmesinin yanı sıra itfaiye ve zabıta dairelerinin memur personellerine yönelik 1 Ocak 2025 tarihinden geçerli olmak üzere fazla çalışma ücretlerinin üst sınırdan ödenmesi oy birliğiyle kabul edildi.

ÖNTÜRK: ÜRETİCİ İLE TÜKETİCİYİ BULUŞTURACAĞIZ

Toplantıda önemli açıklamalar yapan HBB Başkanı Mehmet Öntürk, Büyükşehir çalışanlarının maaşlarına üst sınırdan destek sağlamak istediklerini, İskenderun ve Antakya’daki hallerin uluslararası standartlarda yeniden inşa edileceğini duyurarak yeni pazar yerleri projeleriyle de üreticinin doğrudan tüketiciye ulaşabileceği bir sisteminin uygulanacağını ifade etti.

Taksici esnafına yönelik olarak taksimetre ve kamera sistemleriyle destek sunacaklarını da belirten Öntürk, bu destekten 720 taksicinin faydalanacağını söyledi.

ULAŞIMA 518 MİLYON TL’LİK DESTEK

Ulaşıma sağladıkları desteğin yıllık maliyetinin tahmini olarak 518 milyon TL olduğunu aktaran Öntürk,  ulaşım desteği konusunda ise “Hatay’ımıza değer!” ifadesini kullanarak Ayrıca 65 yaş üstü vatandaşlara yönelik ulaşım desteğinin devam edeceğini iletti.

Başkan Öntürk; şehre hizmet noktasında HBB’yi şeffaf bir şekilde yönettiklerini belirtirken 15 ilçe belediye başkanlarıyla da uyum içinde çalıştıklarını vurguladı.

Not: Haberin video ve fotoğraflarını aşağıdaki linklerden indirebilirsiniz:

Fotoğraf: https://we.tl/t-sVveqFj68L

Video: https://we.tl/t-W6VECIP6z2",06.08.2024
2024-08-06,"HBB İTFAİYESİ, TATBİKAT VE EĞİTİMLERE DEVAM EDİYOR",https://hatay.bel.tr/haberler/hbb-itfaiyesi-tatbikat-ve-egitimlere-devam-ediyor,"HBB İTFAİYESİ, TATBİKAT VE EĞİTİMLERE DEVAM EDİYOR","HBB İTFAİYESİ, TATBİKAT VE EĞİTİMLERE DEVAM EDİYOR

Hatay Büyükşehir Belediyesi İtfaiye Dairesi Başkanlığı ekipleri, herhangi bir afet durumunda vatandaşların daha bilinçli hareket etmesi adına eğitim ve tatbikatlar düzenlemeye devam ediyor.

Yangın sırasında insanların can ve mal kaybını önlemek adına her an vatandaşın yanında olan HBB İtfaiyesi, olası afet durumlarında insanların tedbir alması için uygulamalı olarak tatbikatlar gerçekleştiriyor.

Özellikle okul ve derneklerden gelen talepler doğrultusunda vatandaşların bilinçlenmesi amacıyla gerçekleştirilen eğitimler kapsamında, HBB İskenderun İtfaiye ekipleri tarafından Afet Tespiti ve Arama Kurtarma Derneği üyelerine yönelik “Kurumsal Temel Yangın Eğitimi” verildi.

İskenderun İtfaiyesi’nde verilen eğitim sonrasında uygun bir alanda tatbikat gerçekleştiren itfaiye ekipleri, yangına anında yapılması gerekenler ve yangın söndürme cihazlarının kullanımı hakkında tatbikata katılan üyeleri uygulamalı olarak bilgilendirdi.

Geniş araç filosu ve son sistem ekipmanları ile 15 ilçede hizmet veren HBB itfaiyesi, vatandaşların can ve mal kaybının önüne geçmek için her an vatandaşların yanında olduğunu hatırlattı.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

https://we.tl/t-FDfORo0P6v",06.08.2024
2024-08-06,HATAY’DA YOLLAR MODERN HALE GELİYOR,https://hatay.bel.tr/haberler/hatayda-yollar-modern-hale-geliyor,HATAY’DA YOLLAR MODERN HALE GELİYOR,"HATAY’DA YOLLAR MODERN HALE GELİYOR

HASSA’DA 8 MAHALLE BETON ASFALTA KAVUŞUYOR

Hatay Büyükşehir Belediyesi, il genelinde vatandaşların daha güvenilir ve konforlu yolculuklar yapmasını sağlamak, sağlıklı bir trafik akışı oluşturmak amacıyla yol iyileştirme ve asfaltlama çalışmalarına devam ediyor.

Yol Bakım ve Altyapı Koordinasyon Daire Başkanlığı Hassa ilçesi Aktepe, Hanobası, Akkülek, Kaletepe, Camuzkışlası, Yalangoz, Acerköy ve Danaahmetli Mahalleleri arası grup yolu beton asfalt çalışmalarına başladı.

Ekipler 8 mahalleyi birbirine bağlayan 18 kilometrelik grup yolu ile Aktepe Mahallesi içerisindeki 2 kilometrelik yol ile toplam 20 kilometrelik yolun yaya ve araç trafiği açısından daha güvenli hale getirilmesi için gerçekleştirilen yol genişletme çalışmalarının ardından beton asfalt serim çalışmalarına başlandı.

20 kilometrelik yolun tamamlanması ile birlikte vatandaşların çok daha konforlu ulaşım imkanına kavuşacağı 8 mahallenin muhtarı Hatay Büyükşehir Belediye Başkanı Mehmet Öntürk’e teşekkür etti.

HBB yetkilileri, yapılan planlamalar doğrultusunda il genelinde yol genişletme, bakım onarım ve beton asfalt serimi çalışmalarının devam edeceğini ifade etti.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz.

https://we.tl/t-fcMLCL2T1z

https://we.tl/t-IZEJC6CxG9",06.08.2024
2024-08-05,DEFNE VE SAMANDAĞ’DA YENİ YOL İYİLEŞTİRMELERİ,https://hatay.bel.tr/haberler/defne-ve-samandagda-yeni-yol-iyilestirmeleri,DEFNE VE SAMANDAĞ’DA YENİ YOL İYİLEŞTİRMELERİ,"DEFNE VE SAMANDAĞ’DA YENİ YOL İYİLEŞTİRMELERİ

Hatay Büyükşehir Belediyesi (HBB) şehir genelinde yol iyileştirme çalışmalarına hız kesmeden devam ediyor.

Fen İşleri Daire Başkanlığı tarafından yürütülen son çalışmalarda, Defne ilçesine bağlı Yeniçağ Mahallesi’ndeki caddelerde ve Yeniçağ-Tavla arasındaki toplamda 3000 metrelik alanda sathi kaplama çalışmaları tamamlandı. Ayrıca mahallerde ihtiyaç duyulan noktalarda sıcak asfalt uygulamaları da yapıldı.

Samandağ ilçesine bağlı Yeşilyazı Mahallesi ile Aknehir Mahallesi arasındaki 6000 metrelik güzergâhta sathi kaplama çalışmaları da devam ediyor.

HBB yetkilileri yol çalışmalarının 15 ilçede devam edeceğini vurguladı.

Not: Haberin video ve fotoğraflarını aşağıdaki linklerden indirebilirsiniz:

Video: https://we.tl/t-u301Tn3SEq

Fotoğraf: https://we.tl/t-pRgcPawNUP",05.08.2024
2024-08-05,ATATÜRK CADDESİ’NDE YAĞMUR SUYU HATTI ÇALIŞMALARI TAMAMLANDI,https://hatay.bel.tr/haberler/ataturk-caddesinde-yagmur-suyu-hatti-calismalari-tamamlandi,ATATÜRK CADDESİ’NDE YAĞMUR SUYU HATTI ÇALIŞMALARI TAMAMLANDI,"ATATÜRK CADDESİ’NDE YAĞMUR SUYU HATTI ÇALIŞMALARI TAMAMLANDI

Hatay Büyükşehir Belediyesi “Güçlü Altyapı, Sağlam Gelecek” anlayışı ile ürettiği projeleri bir bir uygulamaya alarak altyapı sorunlarını çözüyor.

HBB Su ve Kanalizasyon İdaresi Genel Müdürlüğü (HATSU),  Hatay’ın altyapısını güçlü temeller üzerine kurarak geleceğe taşımak ve ayağa kalkmasını sağlama hedefiyle projelerine devam ediyor.

HATSU Genel Müdürlüğü, bu kapsamda çalışmalarına başladığı Antakya ilçesi General Şükrü Kanatlı Mahallesi Atatürk Caddesi’nde bulunan ve 06 Şubat depremlerinde ağır hasar alan yağmur suyu hatlarında yenileme çalışmalarını tamamladı.

Bölgedeki yağmur suyu tahliye verimliliğini arttırarak sorunun çözüme kavuşturulduğu çalışma kapsamında 220 metre 1000’lik betonarme ve 150 600’lük koruge borularla toplamda 370 metre yağmur suyu hattı inşa edildi.

Genel Müdürlük, yağmur yağışları sırasında suların daha sağlıklı deşarj edilmesi, Hatay genelinde altyapı problemlerini tespit etme ve çözüme kavuşturma adına tarama çalışmalarının sürdüğüne dikkat çekti.

Çalışmalarla ilgili memnuniyetini dile getiren General Şükrü Kanatlı Mahalle Muhtarı Ahmet Abay, “Yağışlarda Atatürk Caddesi’nde sular gölleniyordu ve kazalar oluyordu. 500 metreye yakın yağmur suyu borusu döşendi ve sorun giderildi. Emeklerinden dolayı Hatay Büyükşehir Belediye Başkanımız Mehmet Öntürk ve HATSU ekiplerine teşekkür ediyorum.” dedi.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz.

https://we.tl/t-WTAfkliR1l

https://we.tl/t-XD6uQMlAQH",05.08.2024
2024-08-05,HBB’DEN ÖĞRENCİLERE DANIŞMANLIK DESTEĞİ,https://hatay.bel.tr/haberler/hbbden-ogrencilere-danismanlik-destegi,HBB’DEN ÖĞRENCİLERE DANIŞMANLIK DESTEĞİ,"HBB’DEN ÖĞRENCİLERE DANIŞMANLIK DESTEĞİ

YKS TERCİHLERİNDE REHBERLİK DESTEĞİ BÜYÜKŞEHİR’DEN

Hatay Büyükşehir Belediyesi, 2024 Yükseköğretim Kurumları Sınavı (YKS) sonuçlarının açıklanmasıyla birlikte tercih yapacak öğrenci ve vatandaşlara ücretsiz tercih danışmanlığı ve rehberlik desteği sağladı.

HBB Kültür ve Sosyal Hizmetler Dairesi Başkanlığı yoğun geçen eğitim öğretim yılının ardından üniversite sınavına girerek başarı sıralamalarına göre üniversite ve bölüm tercihi yapmak isteyenlere, 8 ilçede oluşturduğu uzman rehber öğretmen kadrosuyla danışmanlık hizmeti sundu.

Büyükşehir’in oluşturduğu farklı irtibat noktalarında 24 öğretmen, 25 Temmuz – 2 Ağustos tarihleri arasında ücretsiz danışmanlık ve rehberlik yaparken 1500 öğrenci ve vatandaş hizmetten faydalandı.

Yetkililer, öğrencilerin geleceği için çok önemli bir adım olan üniversite tercihlerinde öğrenci ve ailelerine danışmanlık hizmeti sağlayarak bilinçli adımlar atılmasını hedeflediklerini ifade etti.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

https://we.tl/t-kAe6aR5VDW

https://we.tl/t-QwLxX4SiGN",05.08.2024
2024-08-02,HBB TOPLU TAŞIMADA DÖNÜŞÜMÜ BAŞLATIYOR,https://hatay.bel.tr/haberler/hbb-toplu-tasimada-donusumu-baslatiyor,HBB TOPLU TAŞIMADA DÖNÜŞÜMÜ BAŞLATIYOR,"HBB TOPLU TAŞIMADA DÖNÜŞÜMÜ BAŞLATIYOR

ARPACI: “HİÇBİR ESNAF MAĞDUR EDİLMEYECEK”

Hatay Büyükşehir Belediyesi, İskenderun kent merkezinde hizmet veren toplu taşıma kooperatif yöneticileriyle yaptığı “Dönüşüm, Rehabilitasyon ve Gelir Desteği” konulu toplantıda, yapılacak düzenlemeler hakkında bilgi verdi.

HBB Ulaşım Daire Başkanlığı’nca toplu taşıma hizmeti veren kooperatif yöneticileri ve işletmecilere yönelik “Dönüşüm, Rehabilitasyon ve Gelir Desteği” toplantısı düzenlendi.

Ulaşım Daire Başkanı Mehmet Umut Arpacı’nın da katıldığı toplantıda; ticari taksi, servis araçları, minibüs ve otobüs gibi toplu taşıma araçlarının İçişleri Bakanlığının talimatı gereğince 1 Eylül 2024 tarihine kadar kamera takma zorunluluğu getirildiği hatırlatıldı.

ESNAFA GELİR VE ÜCRETSİZ BİNİŞ DESTEĞİ

Büyükşehir Belediyesi tarafından toplu taşma araçlarına uygulanacak havuz modeli hakkında bilgiler aktaran Ulaşım Daire Başkanı Arpacı, yapılacak düzenlemenin hakkaniyet ölçüleri içerisinde olacağını ve esnafın mağdur edilmeyeceğini kaydetti.

Vatandaşların sıkıntı yaşamaması için yeni oluşturulacak güzergâhlarda, kullanılacak araçların alçak tabanlı olması gerektiğini ifade eden Arpacı; Büyükşehir Belediyesi olarak esnafa gelir desteği sağlanacağını söyledi.

Plaka, araç modeli ve markası hakkında mecburi bir tasarrufa gidilmeyeceğini kaydeden Daire Başkanı Arpacı, kooperatiflerdeki araç sayısının azalmasının hak sahipliğini etkilemeyeceğini ayrıca esnafa kilometre bazında belediye olarak gelir ve ücretsiz biniş desteği vereceklerini belirtti.

Kartlı sisteme geçiş konusunda araçlarda Validatör kullanımının bakanlığın belirlediği standartlara uygun olması gerektiğinin de vurgulandığı toplantıda toplu taşıma araçlarının kaliteli ve konforlu olmasının tercih nedeni olacağı ve kent trafiğini rahatlatacağı ifade edildi.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz.

https://we.tl/t-QG6KWZmdHT",02.08.2024
2024-08-02,TEMMUZ AYINDA 131 İBADETHANE TEMİZLENDİ,https://hatay.bel.tr/haberler/temmuz-ayinda-131-ibadethane-temizlendi,TEMMUZ AYINDA 131 İBADETHANE TEMİZLENDİ,"HBB, İBADETHANELERDE TEMİZLİK ÇALIŞMALARINI SÜRDÜRÜYOR

TEMMUZ AYINDA 131 İBADETHANE TEMİZLENDİ

Hatay Büyükşehir Belediyesi, il genelinde ibadethanelerde gerçekleştirdiği temizlik çalışmalarına ara vermeden devam ediyor.

Temmuz ayında HBB Sağlık ve Sosyal Hizmetler Daire Başkanlığı ekipleri, vatandaşların ibadetlerini sağlıklı ortamlarda gerçekleştirmesi için şehrin farklı ilçelerinde yer alan 131 ibadethaneyi özenle temizledi.

Kutsal mekânlarda yapılan temizlik çalışmalarından dolayı vatandaşlar, HBB Başkanı Mehmet Öntürk ve ekiplerine teşekkürlerini iletti.

HBB yetkilileri, Büyükşehir tarafından ibadethanelerde gerçekleştirilen çalışmaların tüm ilçelerde aynı özen ve hassasiyetle yapılmaya devam edeceğini belirtti.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf linki: https://we.tl/t-J312IRPioo

Video linki: https://we.tl/t-m8ahU7br30",02.08.2024
2024-08-02,HBB-UNICEF İŞ BİRLİĞİYLE ÇOCUKLARA DESTEK,https://hatay.bel.tr/haberler/hbb-unicef-is-birligiyle-cocuklara-destek,HBB-UNICEF İŞ BİRLİĞİYLE ÇOCUKLARA DESTEK,"HBB-UNICEF İŞ BİRLİĞİYLE ÇOCUKLARA DESTEK

65 ÇOCUK VE 30 EBEVEYNLE EĞLENCELİ AKTİVİTELER

Hatay Büyükşehir Belediyesi ile UNICEF iş birliğinde yürütülen ""Erken Çocukluk Gelişimi ve Engelliliğin Tespiti Projesi"" kapsamında anlamlı bir sosyal uyum etkinliği gerçekleştirildi.

Dış İlişkiler Daire Başkanlığınca HBB Kisecik Yerleşkesi’nde düzenlenen etkinlikte, Emlak Yaşam Kent ve MOBSAN Konteyner Kent'te yürütülen tespit çalışmaları sonucunda belirlenen 30 ebeveyn ve 65 çocuk katılımcı ile bir araya gelindi.

Etkinlik kapsamında yüz boyama, müzikli eğlence, animasyon ve kitap ayracı yapım etkinlikleriyle katılımcılar, hem eğlendi hem de öğrendi.

Proje kapsamında etkinliklerin devam edeceğini hatırlatan HBB yetkilileri, düzenlenen etkinliklerin çocukların sosyal ve duygusal gelişimlerini desteklemesinin yanı sıra ailelerin de süreçte aktif yol almasını sağladıklarını belirtti.

Not: Haberin video ve fotoğraflarını aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://we.tl/t-eUMc6YLIPs

Video: https://we.tl/t-miKmWv2VsQ",02.08.2024
2024-08-01,HBB TOPLU TAŞIMADA ÇÖZÜM ÜRETİYOR,https://hatay.bel.tr/haberler/hbb-toplu-tasimada-cozum-uretiyor,HBB TOPLU TAŞIMADA ÇÖZÜM ÜRETİYOR,"HBB TOPLU TAŞIMADA ÇÖZÜM ÜRETİYOR

ESNAFA BİLGİLENDİRME TOPLANTISI YAPILDI

Hatay Büyükşehir Belediyesi, il genelinde toplu taşıma hizmetlerinde yaşanan sorunları çözmek, vatandaşların daha sağlıklı ve konforlu hizmet almalarını sağlamak ve toplu taşıma esnaflarını mağdur etmemek adına çalışmalarını sürdürüyor.

HBB Ulaşım Dairesi Başkanlığı tarafından Antakya ve Defne ilçelerinde “Elektronik Ücret Toplama Sistemi” içerisinde toplu taşıma hizmeti veren esnaflara sistemle ilgili bilgilendirme toplantısı gerçekleştirildi.

HBB Ulaşım Daire Başkanı M. Umut Arpacı başkanlığında düzenlenen, trafikten sorumlu İl Emniyet Müdür Yardımcısı 2. Sınıf Emniyet Müdürü İrfan Solakoğlu, Trafik Denetleme Şube Müdür Vekili Başkomiser Uğur Zengin, Toplu Ulaşım Şube Müdürü Nazmi Öztekin, Zabıta Müdürü Bahiddin Gündüzalp ve toplu taşıma kooperatif başkanlarının da yer aldığı toplantıda il genelinde toplu taşıma hizmetlerinde yaşanan problemler de görüşülerek çözüme yönelik planlamalar yapıldı.

Toplantıda ihtiyaç oluşan bölgelerde yeni güzergâhların planlanması, vatandaşların mağdur olmaması ve ulaşımlarının kolaylaştırılması adına sefer saatlerinin ileriye çekilmesi ve sefer sayılarının arttırılması konularında işleticilere bilgilendirmeler yapıldı.

Ulaşım Daire Başkanlığı yetkilileri, il genelinde faaliyet gösteren toplu taşımada gelişen yeni ihtiyaçlar ve talepler doğrultusunda çalışmaların devam edeceğini vatandaşların gerekli bilgilere sosyal medya hesaplarından ve Hatay Kart mobil uygulaması üzerinden ulaşabileceklerini ifade etti.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz.

https://we.tl/t-ssvspdnpA3",01.08.2024
2024-08-01,BÜYÜKŞEHİR TEMMUZ’DA 27 ŞEHİT AİLESİNİ ZİYARET ETTİ,https://hatay.bel.tr/haberler/buyuksehir-temmuzda-27-sehit-ailesini-ziyaret-etti,BÜYÜKŞEHİR TEMMUZ’DA 27 ŞEHİT AİLESİNİ ZİYARET ETTİ,"BÜYÜKŞEHİR TEMMUZ’DA 27 ŞEHİT AİLESİNİ ZİYARET ETTİ

HBB, ŞEHİT AİLELERİNİ VE GAZİLERİ YALNIZ BIRAKMIYOR

Hatay Büyükşehir Belediyesi (HBB), şehit aileleri ve gazilere yönelik düzenlediği ziyaretlerle toplumsal dayanışmanın ve minnettarlığın önemini ortaya koymaya devam ediyor.

Sağlık ve Sosyal İşler Daire Başkanlığı’na bağlı ekipler il genelinde hayatını sürdüren şehit aileleri ile gazilerle de bir araya gelerek hem moral oluyor hem de talep ve ihtiyaçlarına kulak veriyor.

HBB ekipleri tarafından temmuz ayında; Piyade Uzman Onbaşı Mehmet Suay, Piyade Sağlık Astsubay Çavuş Muhammed Ali Özer, Jandarma Er Fahri Koç, Jandarma Er Abdulkadir Erkan, Uzman Çavuş Mehmet Özallı, Uzman Çavuş Mete Can, Uzman Çavuş Hüseyin Gözbüyük, Piyade Uzman Çavuş Ahmet Bayram, Özel Harekât Anıl Kemal Kurtul, Sözleşmeli Er Ömer Küçük, Jandarma Er Mehmet Çalışkan, Jandarma Er Esat Mengilli, Havacı Er Burak Görürüm, Jandarma Astsubay Üstçavuş İlker Düzova, Özel Harekât Hurşir Uzel, Özel Harekât Gülşah Güler, Jandarma Er Habib Bahadırli, Jandarma Er Murat Uludağ, Jandarma Er Bekir Albaş ve Piyade Sözleşmeli Er Kadir Hasan’ın aile ocaklarını ziyaret etti.

Ayrıca ziyaretler kapsamında gaziler de unutulmayarak Kıbrıs Gazisi Habib Kapı, Gazi İsa Giden, Gazi Mehmet Açar ve Gazi Salim Yüksek evlerinde ziyaret edilerek vefa gösterildi.

Temmuz ayında 27 şehit ailesini ve 4 gaziyi ziyaret ettiklerini açıklayan HBB yetkilileri, Büyükşehir Belediyesi olarak şehitlerin ve gazilerin hizmetlerini ve fedakârlıklarını unutmamak adına bu tür ziyaretlerleriye destek ve moral sağlamaya devam edeceklerini ifade etti.

Ziyaretler sırasında, şehit ailelerine ve gazilere Kur’an-ı Kerim ve Türk bayrağının yanı sıra çeşitli hediyeler takdim edildi.

Not: Haberin fotoğraflarını aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://we.tl/t-Ab6mcE80nc",01.08.2024
